流水號,課程名稱,授課教師,時間&教室,課程連結
39801,專題研究,陳志宏,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=19&dpt_code=9010&ser_no=39801&semester=113-1&lang=CH
44662,專題研究,劉志文,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=21&dpt_code=9010&ser_no=44662&semester=113-1&lang=CH
39584,專題研究,孫啟光,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=22&dpt_code=9010&ser_no=39584&semester=113-1&lang=CH
57942,專題研究,彭隆瀚,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=23&dpt_code=9010&ser_no=57942&semester=113-1&lang=CH
57043,專題研究,李百祺,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=24&dpt_code=9010&ser_no=57043&semester=113-1&lang=CH
16258,專題研究,陳宏銘,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=25&dpt_code=9010&ser_no=16258&semester=113-1&lang=CH
56656,專題研究,鍾孝文,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=26&dpt_code=9010&ser_no=56656&semester=113-1&lang=CH
27939,專題研究,張耀文,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=27&dpt_code=9010&ser_no=27939&semester=113-1&lang=CH
50698,專題研究,廖婉君,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=28&dpt_code=9010&ser_no=50698&semester=113-1&lang=CH
66505,專題研究,吳安宇,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=29&dpt_code=9010&ser_no=66505&semester=113-1&lang=CH
81840,專題研究,王 凡,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=30&dpt_code=9010&ser_no=81840&semester=113-1&lang=CH
52355,專題研究,鐘嘉德,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=31&dpt_code=9010&ser_no=52355&semester=113-1&lang=CH
16603,專題研究,黃升龍,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=32&dpt_code=9010&ser_no=16603&semester=113-1&lang=CH
81953,專題研究,林啟萬,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=33&dpt_code=9010&ser_no=81953&semester=113-1&lang=CH
62724,專題研究,馮世邁,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=34&dpt_code=9010&ser_no=62724&semester=113-1&lang=CH
60345,專題研究,吳忠幟,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=35&dpt_code=9010&ser_no=60345&semester=113-1&lang=CH
42082,專題研究,吳宗霖,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=36&dpt_code=9010&ser_no=42082&semester=113-1&lang=CH
62448,專題研究,林恭如,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=37&dpt_code=9010&ser_no=62448&semester=113-1&lang=CH
19667,專題研究,黃天偉,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=38&dpt_code=9010&ser_no=19667&semester=113-1&lang=CH
30736,專題研究,呂良鴻,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=39&dpt_code=9010&ser_no=30736&semester=113-1&lang=CH
69256,專題研究,陳中平,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=40&dpt_code=9010&ser_no=69256&semester=113-1&lang=CH
23567,專題研究,莊曜宇,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=41&dpt_code=9010&ser_no=23567&semester=113-1&lang=CH
88086,專題研究,李泰成,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=43&dpt_code=9010&ser_no=88086&semester=113-1&lang=CH
79589,專題研究,黃寶儀,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=44&dpt_code=9010&ser_no=79589&semester=113-1&lang=CH
81707,專題研究,吳志毅,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=45&dpt_code=9010&ser_no=81707&semester=113-1&lang=CH
30776,專題研究,黃建璋,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=46&dpt_code=9010&ser_no=30776&semester=113-1&lang=CH
59738,專題研究,李君浩,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=47&dpt_code=9010&ser_no=59738&semester=113-1&lang=CH
84004,專題研究,林宗賢,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=48&dpt_code=9010&ser_no=84004&semester=113-1&lang=CH
70532,專題研究,李致毅,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=49&dpt_code=9010&ser_no=70532&semester=113-1&lang=CH
48538,專題研究,李心予,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=51&dpt_code=9010&ser_no=48538&semester=113-1&lang=CH
51795,專題研究,蘇炫榮,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=52&dpt_code=9010&ser_no=51795&semester=113-1&lang=CH
79545,專題研究,陳怡然,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=53&dpt_code=9010&ser_no=79545&semester=113-1&lang=CH
29769,專題研究,簡韶逸,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=54&dpt_code=9010&ser_no=29769&semester=113-1&lang=CH
16994,專題研究,毛紹綱,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=56&dpt_code=9010&ser_no=16994&semester=113-1&lang=CH
65946,專題研究,連豊力,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=57&dpt_code=9010&ser_no=65946&semester=113-1&lang=CH
81933,專題研究,林怡成,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=58&dpt_code=9010&ser_no=81933&semester=113-1&lang=CH
81946,專題研究,邱奕鵬,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=60&dpt_code=9010&ser_no=81946&semester=113-1&lang=CH
26928,專題研究,黃俊郎,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=64&dpt_code=9010&ser_no=26928&semester=113-1&lang=CH
24189,專題研究,蘇國棟,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=65&dpt_code=9010&ser_no=24189&semester=113-1&lang=CH
45559,專題研究,魏宏宇,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=66&dpt_code=9010&ser_no=45559&semester=113-1&lang=CH
72955,專題研究,周錫增,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=68&dpt_code=9010&ser_no=72955&semester=113-1&lang=CH
85094,專題研究,謝宏昀,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=69&dpt_code=9010&ser_no=85094&semester=113-1&lang=CH
60722,專題研究,黃鐘揚,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=71&dpt_code=9010&ser_no=60722&semester=113-1&lang=CH
14257,專題研究,陳奕君,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=72&dpt_code=9010&ser_no=14257&semester=113-1&lang=CH
28738,專題研究,林致廷,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=74&dpt_code=9010&ser_no=28738&semester=113-1&lang=CH
55225,專題研究,江蕙如,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=76&dpt_code=9010&ser_no=55225&semester=113-1&lang=CH
88135,專題研究,楊家驤,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=78&dpt_code=9010&ser_no=88135&semester=113-1&lang=CH
83249,專題研究,盧奕璋,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=80&dpt_code=9010&ser_no=83249&semester=113-1&lang=CH
35154,專題研究,吳肇欣,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=81&dpt_code=9010&ser_no=35154&semester=113-1&lang=CH
78019,專題研究,劉浩澧,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=82&dpt_code=9010&ser_no=78019&semester=113-1&lang=CH
22728,專題研究,黃定洧,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=83&dpt_code=9010&ser_no=22728&semester=113-1&lang=CH
18123,專題研究,林建中,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=85&dpt_code=9010&ser_no=18123&semester=113-1&lang=CH
23703,專題研究,李峻霣,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=86&dpt_code=9010&ser_no=23703&semester=113-1&lang=CH
88703,專題研究,黃念祖,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=87&dpt_code=9010&ser_no=88703&semester=113-1&lang=CH
39705,專題研究,劉宗德,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=93&dpt_code=9010&ser_no=39705&semester=113-1&lang=CH
37972,專題研究,林士駿,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=94&dpt_code=9010&ser_no=37972&semester=113-1&lang=CH
25190,專題研究,戴邇立,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=95&dpt_code=9010&ser_no=25190&semester=113-1&lang=CH
43574,專題研究,蔡坤諭,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=97&dpt_code=9010&ser_no=43574&semester=113-1&lang=CH
53916,專題研究,周俊廷,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=A1&dpt_code=9010&ser_no=53916&semester=113-1&lang=CH
11795,專題研究,郭柏齡,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=A2&dpt_code=9010&ser_no=11795&semester=113-1&lang=CH
38807,專題研究,陳和麟,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=A3&dpt_code=9010&ser_no=38807&semester=113-1&lang=CH
16522,專題研究,蘇柏青,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=A4&dpt_code=9010&ser_no=16522&semester=113-1&lang=CH
19029,專題研究,金藝璘,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=A5&dpt_code=9010&ser_no=19029&semester=113-1&lang=CH
50192,專題研究,魏安祺,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=A9&dpt_code=9010&ser_no=50192&semester=113-1&lang=CH
60849,專題研究,李翔傑,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=B1&dpt_code=9010&ser_no=60849&semester=113-1&lang=CH
74469,專題研究,陳政維,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=B3&dpt_code=9010&ser_no=74469&semester=113-1&lang=CH
59369,專題研究,劉智弘,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=B4&dpt_code=9010&ser_no=59369&semester=113-1&lang=CH
38464,專題研究,張子璿,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=B5&dpt_code=9010&ser_no=38464&semester=113-1&lang=CH
27357,專題研究,劉俊麟,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=B6&dpt_code=9010&ser_no=27357&semester=113-1&lang=CH
37684,專題研究,劉子毓,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=B7&dpt_code=9010&ser_no=37684&semester=113-1&lang=CH
62499,專題研究,吳宗澤,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=B8&dpt_code=9010&ser_no=62499&semester=113-1&lang=CH
30365,專題研究,楊東霖,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=B9&dpt_code=9010&ser_no=30365&semester=113-1&lang=CH
37230,專題研究,鄭宇翔,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=C1&dpt_code=9010&ser_no=37230&semester=113-1&lang=CH
57155,專題研究,鄭皓中,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=C2&dpt_code=9010&ser_no=57155&semester=113-1&lang=CH
38356,專題研究,洪士涵,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=C4&dpt_code=9010&ser_no=38356&semester=113-1&lang=CH
24472,專題研究,王新博,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=C5&dpt_code=9010&ser_no=24472&semester=113-1&lang=CH
81938,專題研究,葉佳宜,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=C7&dpt_code=9010&ser_no=81938&semester=113-1&lang=CH
28377,專題研究,吳家麟,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=11&dpt_code=9020&ser_no=28377&semester=113-1&lang=CH
67456,專題研究,傅立成,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=13&dpt_code=9020&ser_no=67456&semester=113-1&lang=CH
33944,專題研究,陳健輝,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=16&dpt_code=9020&ser_no=33944&semester=113-1&lang=CH
48143,專題研究,陳信希,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=21&dpt_code=9020&ser_no=48143&semester=113-1&lang=CH
64562,專題研究,歐陽彥正,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=23&dpt_code=9020&ser_no=64562&semester=113-1&lang=CH
13088,專題研究,許永真,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=26&dpt_code=9020&ser_no=13088&semester=113-1&lang=CH
45875,專題研究,傅楸善,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=27&dpt_code=9020&ser_no=45875&semester=113-1&lang=CH
38852,專題研究,施吉昇,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=43&dpt_code=9020&ser_no=38852&semester=113-1&lang=CH
11468,專題研究,莊永裕,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=44&dpt_code=9020&ser_no=11468&semester=113-1&lang=CH
64241,專題研究,洪士灝,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=46&dpt_code=9020&ser_no=64241&semester=113-1&lang=CH
81708,專題研究,呂學一,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=47&dpt_code=9020&ser_no=81708&semester=113-1&lang=CH
74690,專題研究,薛智文,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=50&dpt_code=9020&ser_no=74690&semester=113-1&lang=CH
42918,專題研究,張瑞峰,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=51&dpt_code=9020&ser_no=42918&semester=113-1&lang=CH
18246,專題研究,曾宇鳳,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=52&dpt_code=9020&ser_no=18246&semester=113-1&lang=CH
54166,專題研究,鄭卜壬,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=53&dpt_code=9020&ser_no=54166&semester=113-1&lang=CH
14935,專題研究,林守德,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=54&dpt_code=9020&ser_no=14935&semester=113-1&lang=CH
40191,專題研究,徐宏民,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=56&dpt_code=9020&ser_no=40191&semester=113-1&lang=CH
76804,專題研究,廖世偉,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=57&dpt_code=9020&ser_no=76804&semester=113-1&lang=CH
24352,專題研究,林軒田,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=59&dpt_code=9020&ser_no=24352&semester=113-1&lang=CH
64392,專題研究,蔡欣穆,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=60&dpt_code=9020&ser_no=64392&semester=113-1&lang=CH
76347,專題研究,陳彥仰,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=62&dpt_code=9020&ser_no=76347&semester=113-1&lang=CH
24677,專題研究,張智星,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=64&dpt_code=9020&ser_no=24677&semester=113-1&lang=CH
80197,專題研究,蕭旭君,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=66&dpt_code=9020&ser_no=80197&semester=113-1&lang=CH
88215,專題研究,陳縕儂,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=68&dpt_code=9020&ser_no=88215&semester=113-1&lang=CH
71585,專題研究,鄭龍磻,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=71&dpt_code=9020&ser_no=71585&semester=113-1&lang=CH
42968,專題研究,陳祝嵩,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=73&dpt_code=9020&ser_no=42968&semester=113-1&lang=CH
75034,專題研究,張傑帆,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=74&dpt_code=9020&ser_no=75034&semester=113-1&lang=CH
60960,專題研究,黎士瑋,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=75&dpt_code=9020&ser_no=60960&semester=113-1&lang=CH
52477,專題研究,鄭文皇,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=76&dpt_code=9020&ser_no=52477&semester=113-1&lang=CH
17469,專題研究,巫芳璟,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=77&dpt_code=9020&ser_no=17469&semester=113-1&lang=CH
68705,專題研究,李濬屹,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=78&dpt_code=9020&ser_no=68705&semester=113-1&lang=CH
63098,實用英文寫作,熊宜君,"二7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20U0570&class=02&dpt_code=Q010&ser_no=63098&semester=113-1&lang=CH
88659,管理社會學,柯志哲,"五2,3,4(社207)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=305%2050000&class=&dpt_code=3050&ser_no=88659&semester=113-1&lang=CH
82061,專題討論-個體經濟、產業組織與貿易一,陳慶池,"四6,7(社科研608)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20M0080&class=&dpt_code=3030&ser_no=82061&semester=113-1&lang=CH
25345,康德美學,文 哲,"三8,9,10(哲研討室二)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=124%20M7360&class=&dpt_code=1240&ser_no=25345&semester=113-1&lang=CH
80172,科技英語講演(I),林郁真,"二6,7(環工101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=541%20D0060&class=&dpt_code=5410&ser_no=80172&semester=113-1&lang=CH
38010,強化學習,孫紹華,"四2,3,4(電二229)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=942%20U0830&class=&dpt_code=9210&ser_no=38010&semester=113-1&lang=CH
97135,排球初級,陳志一,"三3,4(排球場)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050960&class=24&dpt_code=T010&ser_no=97135&semester=113-1&lang=CH
97136,排球初級,呂宛蓁,"二6,7(排球場)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050960&class=37&dpt_code=T010&ser_no=97136&semester=113-1&lang=CH
97137,排球初級,呂宛蓁,"二8,9(排球場)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050960&class=38&dpt_code=T010&ser_no=97137&semester=113-1&lang=CH
63130,專題研究,葉丙成,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=67&dpt_code=9010&ser_no=63130&semester=113-1&lang=CH
41509,採訪寫作一,李雪莉,"一5,6,7,8,9,10(新聞313)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=342%20M2940&class=01&dpt_code=3420&ser_no=41509&semester=113-1&lang=CH
72963,探究與實作教學課程設計,郭典翰,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=B21%20U2610&class=&dpt_code=B010&ser_no=72963&semester=113-1&lang=CH
78095,探索式多變量資料分析,周呈霙,"一7,8,9(知207)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=631%20M3110&class=&dpt_code=H410&ser_no=78095&semester=113-1&lang=CH
19864,控制系統,連豊力,"二6,7,8(電二106)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2043100&class=&dpt_code=9010&ser_no=19864&semester=113-1&lang=CH
59547,深度學習之應用,陳縕儂,"三2,3,4(資104)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U4340&class=&dpt_code=9020&ser_no=59547&semester=113-1&lang=CH
88541,深度學習在科學與工程上的應用,陳瑞琳,"五2,3,4(應233)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=543%20M1140&class=&dpt_code=5430&ser_no=88541&semester=113-1&lang=CH
32271,深度學習於音樂分析及生成,楊奕軒,"四6,7,8(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=942%20U0840&class=&dpt_code=9210&ser_no=32271&semester=113-1&lang=CH
77652,普通心理學,謝伯讓,"一6,7,8(共101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=207%2010100&class=04&dpt_code=P310&ser_no=77652&semester=113-1&lang=CH
97104,羽球初級,黃欽永,"一6,7(舊館羽球場)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=03&dpt_code=T010&ser_no=97104&semester=113-1&lang=CH
40593,深度學習於電腦視覺,王鈺強,"二2,3,4(博理112)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=942%20U0660&class=&dpt_code=9210&ser_no=40593&semester=113-1&lang=CH
24420,領域專長專題研究,王永松,"二1,2(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=B45%20M0040&class=01&dpt_code=B450&ser_no=24420&semester=113-1&lang=CH
83931,深度學習與人類語言處理,李宏毅,"四A,B,C(電二144)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=942%20U0680&class=&dpt_code=9210&ser_no=83931&semester=113-1&lang=CH
14138,統計理論一,陳裕庭,"五2,3,4(新301)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=250%20U0040&class=&dpt_code=2500&ser_no=14138&semester=113-1&lang=CH
68720,公司法,蔡英欣,"二6,7,8(科法一)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A41%20M0450&class=&dpt_code=A410&ser_no=68720&semester=113-1&lang=CH
13648,混沌與可預報度,曾開治,"一6,7(大氣系A100)四8(大氣系A100)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=229%20M8600&class=&dpt_code=2090&ser_no=13648&semester=113-1&lang=CH
25346,現代科學與心靈科學,歐陽彥正,"五6,7,8(普103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2048080&class=01&dpt_code=9020&ser_no=25346&semester=113-1&lang=CH
28470,現代科學與心靈科學,歐陽彥正,"四6,7,8(共101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2048080&class=02&dpt_code=9020&ser_no=28470&semester=113-1&lang=CH
57896,現代密碼學的理論基礎,鐘楷閔,"三3,4,5(資101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U4710&class=&dpt_code=9220&ser_no=57896&semester=113-1&lang=CH
15606,現代農業體驗一,董致韡,"四7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=601%2010810&class=01&dpt_code=6080&ser_no=15606&semester=113-1&lang=CH
20950,現代農業體驗一,林淑怡,"四7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=601%2010810&class=02&dpt_code=6080&ser_no=20950&semester=113-1&lang=CH
25757,現代農業體驗一,陳億乘,"四7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=601%2010810&class=03&dpt_code=6080&ser_no=25757&semester=113-1&lang=CH
12414,現代農業體驗二,張育森,"四7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=601%2010820&class=01&dpt_code=6130&ser_no=12414&semester=113-1&lang=CH
13443,企業併購、重整與私募基金,林家振,"五10,A,B(管一103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=741%20U9760&class=&dpt_code=7010&ser_no=13443&semester=113-1&lang=CH
16791,現代農業體驗二,林雅芬,"四7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=601%2010820&class=02&dpt_code=6130&ser_no=16791&semester=113-1&lang=CH
67317,工程數學3,何昊哲,"一6,7(新405)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=501%2022010&class=03&dpt_code=5010&ser_no=67317&semester=113-1&lang=CH
89421,氣候變遷問題與對策,孫烜駿,"一2,3,4(全變中心G202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=247%20M0310&class=&dpt_code=2470&ser_no=89421&semester=113-1&lang=CH
61948,機率論一,林偉傑,"二6,7(天數304)四7(天數304)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=221%20U3410&class=&dpt_code=2210&ser_no=61948&semester=113-1&lang=CH
35098,物聯網導論,吳瑞北,"四7,8,9(電二102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=942%20U0610&class=&dpt_code=9210&ser_no=35098&semester=113-1&lang=CH
24229,氣候變遷對地質碳循環和水循環的影響,劉雅瑄,"四7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=H46%20M7910&class=&dpt_code=H460&ser_no=24229&semester=113-1&lang=CH
61765,氣候變遷與森林生態系,中井太郎,"四2,3,4(林三)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=625%20U2190&class=&dpt_code=6050&ser_no=61765&semester=113-1&lang=CH
