流水號,課程名稱,授課教師,時間&教室,課程連結
25209,英文寫作基礎,張 晨,"一3,4,5(共401)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20M0200&class=02&dpt_code=Q010&ser_no=25209&semester=113-1&lang=CH
49152,英文寫作基礎,陳巧玲,"四6,7,8(綜201)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20M0200&class=03&dpt_code=Q010&ser_no=49152&semester=113-1&lang=CH
19347,英文寫作基礎,陳翊齊,"二6,7,8(共401)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20M0200&class=04&dpt_code=Q010&ser_no=19347&semester=113-1&lang=CH
56039,英語演說與溝通技巧,柯凱彣,"三2,3,4(博雅301)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20U0540&class=01&dpt_code=Q010&ser_no=56039&semester=113-1&lang=CH
45871,英語演說與溝通技巧,柯凱彣,"三3,4,5(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20U0540&class=02&dpt_code=Q010&ser_no=45871&semester=113-1&lang=CH
80747,資料庫管理,孔令傑,"三2,3,4(管二101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=705%2031300&class=&dpt_code=7050&ser_no=80747&semester=113-1&lang=CH
85912,計量分析,賴淑青,"一6,7,8(管二201)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M9000&class=&dpt_code=7230&ser_no=85912&semester=113-1&lang=CH
1065,大學國文：文言文導讀上,簡凱廷,"一7,8,9(普505)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=101%2081021&class=&dpt_code=1011&ser_no=01065&semester=113-1&lang=CH
85229,計量生態與水產資源專題討論,張俊偉,"三3,4(漁科302B)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=B45%20U1800&class=&dpt_code=B450&ser_no=85229&semester=113-1&lang=CH
31296,電磁學一,林怡成,"一2,3,4(博理113)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2025110&class=04&dpt_code=9010&ser_no=31296&semester=113-1&lang=CH
79895,電磁學一,吳宗澤,"一2,3,4(電二104)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2025110&class=05&dpt_code=9010&ser_no=79895&semester=113-1&lang=CH
43176,計量經濟理論一A,謝志昇,"第1,2,3,4,5,6,7,8 週
一9,10(社科303)四2,3,4(社科303)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20M0910&class=&dpt_code=3230&ser_no=43176&semester=113-1&lang=CH
29101,商標法,陳皓芸,"一8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A01%2030100&class=&dpt_code=A010&ser_no=29101&semester=113-1&lang=CH
29101,商標法,陳皓芸,"一8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A01%2030100&class=&dpt_code=A410&ser_no=29101&semester=113-1&lang=CH
72195,計量經濟理論一B,郭漢豪,"第9,10,11,12,13,14,15,16 週
一9,10(社科303)四2,3,4(社科303)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20M0920&class=&dpt_code=3230&ser_no=72195&semester=113-1&lang=CH
48777,貿易理論,朴至鎬,"一6,7,8(社科503)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=303%2047300&class=&dpt_code=3030&ser_no=48777&semester=113-1&lang=CH
35998,計量經濟學一,江淳芳,"四2,3,4,5(社科406)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20U4210&class=&dpt_code=3030&ser_no=35998&semester=113-1&lang=CH
27325,計量經濟學的因果推論與預測,郭漢豪,"二6,7(社科402)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20U4300&class=&dpt_code=3030&ser_no=27325&semester=113-1&lang=CH
75633,計算數學導論,王偉仲,"一8,9(新202) 三8,9(新202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=201%2049730&class=&dpt_code=2010&ser_no=75633&semester=113-1&lang=CH
14760,計算機網路,周承復,"二2,3,4(資102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2039130&class=01&dpt_code=9020&ser_no=14760&semester=113-1&lang=CH
68470,計算機網路,逄愛君,"三7,8,9(資102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2039130&class=02&dpt_code=9020&ser_no=68470&semester=113-1&lang=CH
63781,軌道運輸學,賴勇成,"四7,8,9(新103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=521%20U8770&class=&dpt_code=5010&ser_no=63781&semester=113-1&lang=CH
51622,普通心理學,鄧善娟,"二8,9,10(普101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=207%2010100&class=11&dpt_code=P310&ser_no=51622&semester=113-1&lang=CH
35408,專題研究,黃楚翔,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=C6&dpt_code=9010&ser_no=35408&semester=113-1&lang=CH
68646,倫理學,吳澤玫,"三6,7,8,9(普306)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=104%2020100&class=&dpt_code=1040&ser_no=68646&semester=113-1&lang=CH
35923,普通心理學,裴如淳,"一2,3,4(博雅101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=207%2010100&class=12&dpt_code=P310&ser_no=35923&semester=113-1&lang=CH
33493,重大政策議題,郭昱瑩,"一3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=322%20U1960&class=&dpt_code=3020&ser_no=33493&semester=113-1&lang=CH
77185,衍生性金融商品與法律,陳肇鴻,"二6,7(霖1402)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A21%20M0610&class=&dpt_code=A410&ser_no=77185&semester=113-1&lang=CH
44632,重大政策議題,郭昱瑩,"一3,4(社科401)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=343%20U0110&class=&dpt_code=3430&ser_no=44632&semester=113-1&lang=CH
97161,重量訓練,連家瑩,"三1,2(綜館重訓室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051520&class=33&dpt_code=T010&ser_no=97161&semester=113-1&lang=CH
97162,重量訓練,蔡秀華,"一6,7(綜館舞蹈室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051520&class=41&dpt_code=T010&ser_no=97162&semester=113-1&lang=CH
74679,音樂、演化與大腦,蔡振家,"五2,3,4(新202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=144%20U0930&class=&dpt_code=P310&ser_no=74679&semester=113-1&lang=CH
19529,現代農業體驗二,顏炳郎,"四7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=601%2010820&class=06&dpt_code=6000&ser_no=19529&semester=113-1&lang=CH
84800,地質調查導論二,王 昱,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2022600&class=04&dpt_code=2040&ser_no=84800&semester=113-1&lang=CH
12608,地質調查導論二,羅清華,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2022600&class=05&dpt_code=2040&ser_no=12608&semester=113-1&lang=CH
72263,地質調查導論二,施路易,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2022600&class=07&dpt_code=2040&ser_no=72263&semester=113-1&lang=CH
44144,地質調查導論二,李紅春,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2022600&class=08&dpt_code=2040&ser_no=44144&semester=113-1&lang=CH
60488,風險管理,曾郁仁,"一2,3,4(管二204)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M1800&class=&dpt_code=7230&ser_no=60488&semester=113-1&lang=CH
47849,風險管理與保險,曾郁仁,"四2,3,4(管二301)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=703%2033100&class=01&dpt_code=7030&ser_no=47849&semester=113-1&lang=CH
77678,風險管理與保險,林姿婷,"三2,3,4(管一101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=703%2033100&class=02&dpt_code=7030&ser_no=77678&semester=113-1&lang=CH
39636,地質調查一,王 昱,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2020700&class=01&dpt_code=2040&ser_no=39636&semester=113-1&lang=CH
34382,程式設計與資料分析,郭耀仁,"二6,7,8(綜302)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=H02%2050080&class=&dpt_code=0000&ser_no=34382&semester=113-1&lang=CH
68980,個體經濟理論一A,陳慶池,"第1,2,3,4,5,6,7,8 週
三6,7,8(社科502)五9,10(社科502)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20M0810&class=&dpt_code=7240&ser_no=68980&semester=113-1&lang=CH
74348,個體經濟理論一B,羅珮瑜,"第9,10,11,12,13,14,15,16 週
三6,7,8(請洽系所辦) 五9,10(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20M0820&class=&dpt_code=3230&ser_no=74348&semester=113-1&lang=CH
33468,新產品開發與行銷,柯冠州,"二7,8,9(管二102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=741%20U9610&class=&dpt_code=P620&ser_no=33468&semester=113-1&lang=CH
66408,倫理學專題：道德責任,王榮麟,"二7,8,9(哲研討室三)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=124%20M8350&class=&dpt_code=1240&ser_no=66408&semester=113-1&lang=CH
12229,差異政治與溝通民主,吳澤玫,"四7,8,9(哲研討室三)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=124%20M8370&class=&dpt_code=1240&ser_no=12229&semester=113-1&lang=CH
71323,時序資料分析,藍俊宏,"一2,3,4(國青101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=546%20U4050&class=&dpt_code=5460&ser_no=71323&semester=113-1&lang=CH
27307,策略管理,吳學良,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=E41%20M0040&class=02&dpt_code=E410&ser_no=27307&semester=113-1&lang=CH
20646,智慧聯網導論與應用,陳伶志,"三7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=946%20U0110&class=&dpt_code=9460&ser_no=20646&semester=113-1&lang=CH
40827,智慧權法專題研究一,蔡明誠,"一A,B(霖研四1701)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A21%20M7790&class=&dpt_code=A410&ser_no=40827&semester=113-1&lang=CH
65717,時空資料視覺化,溫在弘,"四7,8,9(地理電腦室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=228%20U3400&class=&dpt_code=H410&ser_no=65717&semester=113-1&lang=CH
13757,普通物理學甲上,楊珮芸,"三3,4(博雅302) 五3,4(資103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=202%20101A1&class=15&dpt_code=9020&ser_no=13757&semester=113-1&lang=CH
62936,時間序列分析,江其衽,"三6,7,8(新301)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=250%20U0130&class=&dpt_code=2500&ser_no=62936&semester=113-1&lang=CH
12298,時間序列分析,管中閔,"五6,7,8(管一402)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M9200&class=&dpt_code=7230&ser_no=12298&semester=113-1&lang=CH
97126,桌球初級,林信甫,"二3,4(綜館桌球室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050900&class=25&dpt_code=T010&ser_no=97126&semester=113-1&lang=CH
97127,桌球初級,呂宛蓁,"三6,7(綜館桌球室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050900&class=39&dpt_code=T010&ser_no=97127&semester=113-1&lang=CH
97128,桌球初級,呂宛蓁,"三8,9(綜館桌球室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050900&class=40&dpt_code=T010&ser_no=97128&semester=113-1&lang=CH
97129,桌球初級,陳逸杰,"一6,7(綜館桌球室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050900&class=A9&dpt_code=T010&ser_no=97129&semester=113-1&lang=CH
97130,桌球初級,魏均珩,"二1,2(綜館桌球室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050900&class=D1&dpt_code=T010&ser_no=97130&semester=113-1&lang=CH
97131,桌球初級,魏均珩,"四3,4(綜館桌球室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050900&class=D4&dpt_code=T010&ser_no=97131&semester=113-1&lang=CH
97132,桌球初級,王傑賢,"二6,7(綜館桌球室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050900&class=G7&dpt_code=T010&ser_no=97132&semester=113-1&lang=CH
97219,桌球初級,魏均珩,"一1,2(綜館桌球室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050900&class=O7&dpt_code=T010&ser_no=97219&semester=113-1&lang=CH
35737,財政管理專題,蘇彩足,"六1,2(社科研607)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=322%20M4570&class=&dpt_code=3220&ser_no=35737&semester=113-1&lang=CH
37623,財政學,宋玉生,"二6,7,8(社科506)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=303%2035000&class=01&dpt_code=3030&ser_no=37623&semester=113-1&lang=CH
11951,企業行政法務專題,柯格鐘,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=E42%20M0040&class=&dpt_code=E420&ser_no=11951&semester=113-1&lang=CH
56525,氣候變遷法專題討論一,林春元,"二3,4(霖1304)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A21%20U3790&class=&dpt_code=A010&ser_no=56525&semester=113-1&lang=CH
14532,專題研究,周承復,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=39&dpt_code=9020&ser_no=14532&semester=113-1&lang=CH
32197,科技英文寫作與研究方法,林守德,"四7,8,9(資105)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U3660&class=&dpt_code=9220&ser_no=32197&semester=113-1&lang=CH
38624,專題研究,王鈺強,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=79&dpt_code=9010&ser_no=38624&semester=113-1&lang=CH
33849,資訊檢索,唐牧群,"三6,7,8(圖資視聽室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=106%2047000&class=&dpt_code=1060&ser_no=33849&semester=113-1&lang=CH
65297,資料結構,陳和麟,"四2,3,4(明達205)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2032500&class=&dpt_code=9010&ser_no=65297&semester=113-1&lang=CH
77658,氣候變遷衝擊與因應,楊之遠,"二8,9(農經大講堂)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=627%20U1180&class=&dpt_code=P430&ser_no=77658&semester=113-1&lang=CH
83435,海洋科學概論,楊穎堅,"五3,4(海研大講堂)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=241%20U0750&class=01&dpt_code=P540&ser_no=83435&semester=113-1&lang=CH
47825,海洋科學概論,楊穎堅,"五6,7(海研大講堂)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=241%20U0750&class=02&dpt_code=P130&ser_no=47825&semester=113-1&lang=CH
13572,消息理論,王奕翔,"四3,4,5(電二106)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=921%20U1190&class=&dpt_code=9210&ser_no=13572&semester=113-1&lang=CH
88959,社會統計,李鳳玉,"五6,7,8(社科502)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2029200&class=01&dpt_code=30A0&ser_no=88959&semester=113-1&lang=CH
45402,消費者行為與市場研究,梁朝雲,"第1,2,3,4,11,12,13,16 週
五5,6,7,8,9,10(生傳527室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=630%20M9020&class=&dpt_code=6300&ser_no=45402&semester=113-1&lang=CH
33230,能源科學故事（一）原子能,陳發林,"一7,8,9(應113)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=543%2030010&class=&dpt_code=0000&ser_no=33230&semester=113-1&lang=CH
69187,訊息設計與視覺傳達,林廷宜,"三6,7,8(圖資編目室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=126%20U1530&class=&dpt_code=1060&ser_no=69187&semester=113-1&lang=CH
97167,跆拳道初級,吳明翰,"一6,7(綜館柔道室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2051690&class=96&dpt_code=T010&ser_no=97167&semester=113-1&lang=CH
81857,訊息傳遞論著選讀一,林琬琬,"五6,7(基醫1105)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=443%20M1630&class=&dpt_code=4430&ser_no=81857&semester=113-1&lang=CH
32005,訊號處理和機器學習之數學基礎,黃文良,"四7,8,9(天數302)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=221%20U8820&class=&dpt_code=2010&ser_no=32005&semester=113-1&lang=CH
48515,訊號處理與頻譜分析,羅俊雄,"二6,7,8(土研405)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=521%20U3160&class=&dpt_code=5212&ser_no=48515&semester=113-1&lang=CH
64394,財金獨立研究與論文寫作,陳聖賢,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M0040&class=03&dpt_code=7230&ser_no=64394&semester=113-1&lang=CH
76737,財金獨立研究與論文寫作,管中閔,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M0040&class=04&dpt_code=7230&ser_no=76737&semester=113-1&lang=CH
69994,財金獨立研究與論文寫作,陳彥行,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M0040&class=05&dpt_code=7230&ser_no=69994&semester=113-1&lang=CH
57433,財金獨立研究與論文寫作,朴寶卿,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20M0040&class=07&dpt_code=7230&ser_no=57433&semester=113-1&lang=CH
25748,財政學,李顯峰,"一7,8,9(社科406)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=303%2035000&class=02&dpt_code=3030&ser_no=25748&semester=113-1&lang=CH
43456,財務工程一,李志偉,"四2,3,4(管二302)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20M1980&class=&dpt_code=7040&ser_no=43456&semester=113-1&lang=CH
51342,國會與憲政民主,劉有恒,"二6,7(共101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=H01%2009800&class=&dpt_code=0000&ser_no=51342&semester=113-1&lang=CH
53192,財務金融入門,陳明賢,"二7,8,9(管一104)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=703%2016000&class=&dpt_code=7030&ser_no=53192&semester=113-1&lang=CH
85051,財務金融研討,賴淑青,"五3,4,5(管一405)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=723%20D0500&class=&dpt_code=7230&ser_no=85051&semester=113-1&lang=CH
15587,財務時間序列,許耀文,"四7,8,9(管二203)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20U0590&class=&dpt_code=7240&ser_no=15587&semester=113-1&lang=CH
66783,火山學概論實習,宋聖榮,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2038320&class=&dpt_code=2040&ser_no=66783&semester=113-1&lang=CH
19726,財務報告分析,陳明賢,"一2,3,4(管一101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=703%2030900&class=&dpt_code=7030&ser_no=19726&semester=113-1&lang=CH
30850,進階公司理財,吳儀玲,"一3,4(社科研608)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20U6950&class=&dpt_code=3030&ser_no=30850&semester=113-1&lang=CH
74051,財務報導,劉心才,"五A,B,C(玉山廳)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=749%20M1210&class=&dpt_code=7490&ser_no=74051&semester=113-1&lang=CH
36068,財務報導,許文馨,"五A,B,C(冠德講堂)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=751%20M0160&class=&dpt_code=7510&ser_no=36068&semester=113-1&lang=CH
